#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
23,"DÁKITI","Bad Bunny,Jhayco",80,110,"reggaeton, trap latino, urbano latino","Latin","DÁKITI",2020-10-30,03:25,73,57,40,0,14,0,10,-10,E Minor,4,2020-11-01,47EiUVwUp4C9fGccaPuUCS,"Rimas Entertainment LLC",9A,https://p.scdn.co/mp3-preview/78f5e89d6384301b40fd9e5a659152a33dac6646?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485134c8199b0b3b3fb42b8a98a8
24,"Mood (feat. iann dior)","24kGoldn,iann dior",17,91,"cali rap, pop rap, melodic rap","Hip Hop","Mood (feat. iann dior)",2020-07-24,02:20,70,72,22,0,76,0,20,-4,G Minor,4,2020-12-31,3tjFYV6RSFtuktYl3ZtYcq,"Records/Columbia",6A,,https://i.scdn.co/image/ab67616d00004851ff8c985ecb3b7c5f847be357
25,"Stuck with U (with Justin Bieber)","Ariana Grande,Justin Bieber",83,179,"pop, canadian pop","Pop","Stuck with U",2020-05-08,03:48,60,45,22,0,54,0,30,-7,G#/A♭ Major,3,2020-12-31,4HBZA5flZLE435QTztThqH,"Ariana Grande & Justin Bieber "Stuck With U"- Charity",4B,,https://i.scdn.co/image/ab67616d000048512babb9dbd8f5146112f1bf86
26,"Heather","Conan Gray",91,102,"bedroom pop, pop, pov: indie","Pop","Kid Krow",2020-03-20,03:18,36,43,58,0,27,0,30,-7,F Major,3,2020-08-19,4xqrdfXkTW4T0RauPLv3WA,"Republic Records",7B,,https://i.scdn.co/image/ab67616d0000485188e3cda6d29b2552d4d6bc43
27,"Break My Heart","Dua Lipa",67,113,"dance pop, pop, uk pop","Pop","Break My Heart",2020-03-25,03:41,73,73,17,0,47,0,30,-3,E Minor,4,2020-06-18,1raaNykBg1bDnWENUiglUA,"Warner Records",9A,https://p.scdn.co/mp3-preview/f3f1c35644604c47d061d03d2692c5d07679e56a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d9e76eedbaac141a655b41ea
28,"you broke me first","Tate McRae",87,124,"alt z, pop","Pop","you broke me first",2020-04-17,02:49,67,37,79,0,8,0,0,-9,E Major,4,2020-09-11,45bE4HXI0AwGZXfZtMp8JR,"RCA Records Label",12B,https://p.scdn.co/mp3-preview/388d1bd4858bcfbfb3bdcde4d6626cc771b635dd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510c2c97099fd6a637ed0aa4a4
29,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes,Justin Bieber",71,146,"canadian pop, pop, viral pop","Pop","Monster",2020-11-20,02:58,65,38,7,0,55,0,0,-7,D Minor,4,2020-11-23,2Z8yfpFX0ZMavHkcIeHiO1,"Shawn Mendes LP4-5 PS/ Island",7A,,https://i.scdn.co/image/ab67616d0000485112e57573cbc551c187a96107
30,"If the World Was Ending (feat. Julia Michaels)","JP Saxe,Julia Michaels",79,76,"alt z, canadian contemporary r&b, singer-songwriter pop, pop","Pop, R&B","If the World Was Ending (feat. Julia Michaels)",2019-10-17,03:28,46,47,87,0,60,10,10,-10,C♯/D♭ Major,4,2020-12-31,2kJwzbxV2ppxnQoYw4GLBZ,"Arista Records",3B,https://p.scdn.co/mp3-preview/605114bb62754e1fefee69f36deec3006b9a1a54?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dedbec8cca43642f06533476
31,"Intentions (feat. Quavo)","Justin Bieber,Quavo",77,148,"canadian pop, pop, atl hip hop, melodic rap, rap, trap","Hip Hop, Pop","Changes",2020-02-14,03:32,81,55,30,0,87,0,10,-7,A Major,4,2020-03-29,4umIPjkehX1r7uhmGvXiSV,"RBMG/Def Jam",11B,,https://i.scdn.co/image/ab67616d000048517fe4a82a08c4f0decbeddbc6
32,"Sunday Best","Surfaces",47,112,"bedroom soul","R&B","Where the Light Is",2019-01-06,02:38,88,53,18,0,69,0,0,-7,F Major,4,2020-12-31,1Cv1YLb4q0RzL6pybtaMLo,"Surfaces, LLC / TenThousand Projects, LLC",7B,,https://i.scdn.co/image/ab67616d000048513667dc27da7b24360d6050d0
33,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke,Lil Baby,DaBaby",80,126,"brooklyn drill, rap, atl hip hop, atl trap, trap, hip hop, north carolina hip hop, pop rap","Hip Hop","Shoot For The Stars Aim For The Moon",2020-07-03,03:10,82,59,11,0,35,20,10,-7,F#/G♭ Minor,4,2020-07-04,0PvFJmanyNQMseIFrU708S,"Victor Victor Worldwide",11A,,https://i.scdn.co/image/ab67616d0000485177ada0863603903f57b34369
34,"Roses - Imanbek Remix","SAINt JHN,Imanbek",45,122,"melodic rap, slap house, electro house, pop dance","Electronic, Hip Hop","Roses (Imanbek Remix)",2019-09-13,02:56,79,72,1,0,89,0,20,-5,G#/A♭ Major,4,2020-12-31,2Wo6QQD1KMDWeFkkjLqwx5,"HITCO",4B,,https://i.scdn.co/image/ab67616d0000485169450869a3ffaf23bc3898bf
35,"Adore You","Harry Styles",85,99,"pop","Pop","Fine Line",2019-12-13,03:27,68,77,2,0,57,0,10,-4,G#/A♭ Major,4,2020-12-31,3jjujdWJ72nww5eGnfs2E7,"Columbia",4B,https://p.scdn.co/mp3-preview/a42d5e9f6f5c3375db9723bb2356239351eead31?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485177fdcfda6535601aff081b6a
36,"Laugh Now Cry Later (feat. Lil Durk)","Drake,Lil Durk",81,134,"canadian hip hop, canadian pop, hip hop, pop rap, rap, chicago drill, chicago rap, drill, trap","Hip Hop, Pop","Laugh Now Cry Later (feat. Lil Durk)",2020-08-14,04:21,76,52,24,0,52,10,10,-9,C Major,4,2020-08-17,2SAqBLGA283SUiwJ3xOUVI,"OVO",8B,,https://i.scdn.co/image/ab67616d0000485152c75ed37313b889447011ef
37,"Put Your Records On","Ritt Momney",75,91,"bedroom pop","Pop","Put Your Records On",2020-04-24,03:30,40,49,6,0,15,0,10,-11,F#/G♭ Minor,4,2020-10-30,6AGOKlMZWLCaEJGnaROtF9,"Columbia",11A,https://p.scdn.co/mp3-preview/5f8e41ff69918de51a17df2f9b4517c1fa319b9c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d52d8eb3be188231e120dbbd
38,"Godzilla (feat. Juice WRLD)","Eminem,Juice WRLD",90,166,"detroit hip hop, hip hop, rap, chicago rap, melodic rap","Hip Hop","Music To Be Murdered By",2020-01-17,03:30,81,75,14,0,83,30,20,-5,A#/B♭ Minor,4,2020-12-31,7FIWs0pqAYbP91WWM0vlTQ,"Shady/Aftermath/Interscope Records",3A,,https://i.scdn.co/image/ab67616d000048512f44aec83b20e40f3baef73c
39,"HIGHEST IN THE ROOM","Travis Scott",86,76,"hip hop, rap, slap house","Hip Hop, Electronic","HIGHEST IN THE ROOM",2019-10-04,02:55,60,43,5,0,6,0,20,-9,G Minor,4,2020-12-31,3eekarcy7kvN4yt5ZFzltW,"Cactus Jack/Epic",6A,https://p.scdn.co/mp3-preview/387b31c31b72f0c16e33d0c78bab869b0a0f4eb3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e42b5fea4ac4c3d6328b622b
40,"No Idea","Don Toliver",84,128,"pop rap, rap, trap","Hip Hop","Heaven Or Hell",2020-03-13,02:34,65,63,52,0,35,0,10,-6,F#/G♭ Minor,4,2023-05-26,7AzlLxHn24DxjgQX73F9fU,"We Run It Ent./Cactus Jack/Atlantic",11A,https://p.scdn.co/mp3-preview/3f83928fb66c8e92a3d5da85d914de54cf20658e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485145190a074bef3e8ce868b60c
41,"Supalonely (feat. Gus Dapperton)","BENEE,Gus Dapperton",62,129,"alt z, nz pop, bedroom pop, indie poptimism, pov: indie","Pop","Hey u x",2020-11-13,03:43,86,63,29,0,84,0,10,-5,G Major,4,2020-12-31,3GZoWLVbmxcBys6g0DLFLf,"Republic Records",9B,,https://i.scdn.co/image/ab67616d000048514bd20e01d00de4b35b61f5f7
42,"Come & Go (with Marshmello)","Juice WRLD,Marshmello",59,145,"chicago rap, melodic rap, rap, brostep, edm, pop, progressive electro house","Electronic, Hip Hop, Pop","Come & Go (with Marshmello)",2020-07-09,03:25,63,81,2,0,53,0,10,-5,C Major,4,2020-07-12,4Lxseh0wN7N0ljiOh8KwbU,"Joytime Collective/Grade A Productions/Interscope Records",8B,,https://i.scdn.co/image/ab67616d00004851791d4db595cbe7848adfe74a
43,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin,Dua Lipa,Bad Bunny,Tainy",73,168,"reggaeton, reggaeton colombiano, trap latino, urbano latino, dance pop, pop, uk pop, pop reggaeton","Pop, Latin","UN DIA (ONE DAY) (Feat. Tainy)",2020-07-24,03:52,57,69,1,0,39,0,10,-8,F#/G♭ Minor,4,2020-07-24,0EhpEsp4L0oRGM0vmeaN5e,"Universal Music Latino/ NEON16",11A,,https://i.scdn.co/image/ab67616d00004851312bd86cc2db22fde885ee73
44,"Ride It","Regard",82,118,"pop dance, pop edm, slap house, uk dance","Electronic","Ride It",2019-07-26,02:37,88,75,18,0,88,0,10,-4,G Minor,4,2020-12-31,2tnVG71enUj33Ic2nFN6kZ,"Ministry of Sound Recordings",6A,https://p.scdn.co/mp3-preview/ce29bb243cf40118b87070b00a49822e09a317b1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515c27813ae019011fcb370c78
45,"ily (i love you baby) (feat. Emilee)","Surf Mesa,Emilee",78,112,"pop edm, social media pop","Electronic, Pop","ily (i love you baby) (feat. Emilee)",2019-11-26,02:56,67,77,7,0,33,0,30,-8,B Minor,4,2020-12-31,62aP9fBQKYKxi7PDXwcUAS,"Astralwerks",10A,,https://i.scdn.co/image/ab67616d00004851b3de5764cc02f94714487c86
46,"Rare","Selena Gomez",63,115,"pop, post-teen pop","Pop","Rare",2020-01-10,03:40,84,55,21,0,63,0,10,-7,F Major,4,2020-03-29,7HMmFQsKsljwTw8bS7lu19,"Interscope Records",7B,,https://i.scdn.co/image/ab67616d000048512abcc266597eb46f897a8666
47,"Good News","Mac Miller",74,174,"hip hop, pittsburgh rap, rap","Hip Hop","Circles",2020-01-17,05:42,79,32,85,13,24,10,10,-13,C♯/D♭ Minor,4,2020-10-30,1DWZUa5Mzf2BwzpHtgbHPY,"Warner Records",12A,https://p.scdn.co/mp3-preview/b469f44c8cbdf55c5d073e79fae274b9978b6505?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485126b7dd89810cc1a40ada642c
48,"Holy (feat. Chance The Rapper)","Justin Bieber,Chance the Rapper",72,87,"canadian pop, pop, chicago rap, conscious hip hop, hip hop, pop rap, rap","Pop, Hip Hop","Holy",2020-09-18,03:32,67,70,20,0,37,30,0,-8,F#/G♭ Major,4,2020-09-18,5u1n1kITHCxxp8twBcZxWy,"RBMG/Def Jam",2B,,https://i.scdn.co/image/ab67616d00004851572c68f79b356c21202e248c
49,"Savage Love (Laxed - Siren Beat)","Jawsh 685,Jason Derulo",76,150,"nz pop, dance pop, pop","Pop","Savage Love (Laxed - Siren Beat)",2020-06-11,02:51,77,48,23,0,76,0,20,-9,C Minor,4,2020-12-31,1xQ6trAsedVPCdbtDAmk0c,"Columbia",5A,https://p.scdn.co/mp3-preview/70e9427cbf64fb1d8520366219ec79ff41d5b0a1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510f619e50cfa37c94e3f8300e
50,"Prisoner (feat. Dua Lipa)","Miley Cyrus,Dua Lipa",3,128,"pop, dance pop, uk pop","Pop","Prisoner (feat. Dua Lipa)",2020-11-20,02:49,78,67,1,0,60,0,0,-4,D#/E♭ Minor,4,2020-11-23,5JqZ3oqF00jkT81foAFvqg,"RCA Records Label",2A,,https://i.scdn.co/image/ab67616d000048513797253ef8b94a9e35e1b7c6
51,"Savage Remix (feat. Beyoncé)","Megan Thee Stallion,Beyoncé",67,84,"houston rap, pop, r&b, rap, trap queen","Hip Hop, Pop, R&B","Savage Remix (feat. Beyoncé)",2020-04-29,04:02,82,74,2,0,64,20,10,-5,A#/B♭ Minor,4,2020-05-01,5v4GgrXPMghOnBBLmveLac,"300 Entertainment",3A,https://p.scdn.co/mp3-preview/adf3906bbf048ebb7b9bb0043560a129beb77b36?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cd613f53a22b92b14694943c
52,"After Hours","The Weeknd",87,109,"canadian contemporary r&b, canadian pop, pop","R&B, Pop","After Hours",2020-03-20,06:01,66,57,8,1,14,0,10,-6,F Minor,4,2023-03-01,2p8IUWQDrpjuFltbdgLOag,"Republic Records",4A,,https://i.scdn.co/image/ab67616d000048518863bc11d2aa12b54f5aeb36
53,"POPSTAR (feat. Drake)","DJ Khaled,Drake",73,163,"hip hop, miami hip hop, pop rap, rap, canadian hip hop, canadian pop","Hip Hop, Pop","POPSTAR (feat. Drake)",2020-07-17,03:20,80,56,6,0,45,20,10,-5,F Minor,4,2020-07-23,6EDO9iiTtwNv6waLwa1UUq,"OVO/We The Best/Epic",4A,https://p.scdn.co/mp3-preview/a4c55cf545254b9a4b1402fe678e5043284b4a3c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851efaecb4b9cbae7c120d14617
54,"How You Like That","BLACKPINK",1,130,"k-pop, k-pop girl group, pop","Pop","How You Like That",2020-06-26,03:01,83,78,7,0,35,0,0,-4,B Major,4,2020-06-26,3vAn0qZzdyuHamcrpkfiX3,"YG Entertainment/Interscope Records",1B,,https://i.scdn.co/image/ab67616d00004851310b505203a3fc8a952ed010
55,"Midnight Sky","Miley Cyrus",2,110,"pop","Pop","Midnight Sky",2020-08-14,03:43,71,81,0,0,26,0,20,-5,E Minor,4,2020-08-17,27ycaQnQAxaPiyeg3nr2aB,"RCA Records Label",9A,,https://i.scdn.co/image/ab67616d00004851d59c3c489691c8b41043cab2
56,"Yummy","Justin Bieber",68,146,"canadian pop, pop","Pop","Yummy",2020-01-03,03:30,69,51,37,0,49,0,10,-7,A Minor,4,2020-06-05,41L3O37CECZt3N7ziG2z7l,"RBMG/Def Jam",8A,,https://i.scdn.co/image/ab67616d0000485160eec5a0953d4a33d77ed71d
57,"Don't Start Now","Dua Lipa",78,124,"dance pop, pop, uk pop","Pop","Don't Start Now",2019-10-31,03:03,79,79,1,0,68,0,10,-5,B Minor,4,2021-05-05,6WrI0LAC5M1Rw2MnX2ZvEg,"Warner Records",10A,https://p.scdn.co/mp3-preview/87258da8a9eb8d0a0d53071e06612955e6d3b28f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c35ea649223a519a9ad51ccf
58,"Circles","Post Malone",89,120,"dfw rap, melodic rap, pop, rap","Hip Hop, Pop","Hollywood's Bleeding",2019-09-06,03:35,70,76,19,0,55,0,0,-3,C Major,4,2020-03-29,21jGcNKet2qwijlDFuPiPb,"Republic Records",8B,,https://i.scdn.co/image/ab67616d000048519478c87599550dd73bfa7e02
59,"Before You Go","Lewis Capaldi",87,112,"pop, uk pop","Pop","Divinely Uninspired To A Hellish Extent (Extended Edition)",2019-11-22,03:35,46,57,60,0,18,0,0,-5,D#/E♭ Major,4,2020-12-31,2gMXnyrvIjhVBUZwvLZDMP,"Vertigo Berlin",5B,,https://i.scdn.co/image/ab67616d000048517b9639babbe96e25071ec1d4
60,"You should be sad","Halsey",74,111,"electropop, etherpop, indie poptimism, pop","Pop","Manic",2020-01-17,03:25,59,59,14,0,32,0,10,-6,D Major,4,2020-03-29,7lidXGPXPYLNThITAOTlkK,"Capitol Records",10B,,https://i.scdn.co/image/ab67616d000048517636e1c9e67eaafc9f49aefd
61,"Dance Monkey","Tones And I",65,98,"australian pop","Pop","Dance Monkey",2019-05-10,03:29,83,59,69,0,54,10,10,-6,F#/G♭ Minor,4,2020-12-31,1rgnBhdG2JDFTbYkYRZAku,"Sony Music Entertainment",11A,https://p.scdn.co/mp3-preview/faad7dce8e7deeb059c7c59645c594c40342812f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485138802659d156935ada63c9e3
62,"Therefore I Am","Billie Eilish",74,94,"art pop, pop","Pop","Therefore I Am",2020-11-12,02:54,89,34,22,13,72,0,0,-8,B Minor,4,2020-11-23,54bFM56PmE4YLRnqpW6Tha,"Darkroom/Interscope Records",10A,,https://i.scdn.co/image/ab67616d000048517a152619a7b55bc621d07901
63,"That Way - Bonus Track","Lil Uzi Vert",63,130,"hip hop, melodic rap, philly rap, rage rap, rap","Hip Hop","Eternal Atake",2020-03-06,03:32,71,60,5,0,50,0,10,-5,G Minor,4,2020-03-29,2ajzBr7vwHTEBeqDzcsNRC,"Generation Now/Atlantic",6A,https://p.scdn.co/mp3-preview/95a07250b75b7cdba2316b78f98c48918c3e7623?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d5f1bbe527fa685633339add
64,"34+35","Ariana Grande",81,110,"pop","Pop","Positions",2020-10-30,02:53,83,59,24,0,49,0,20,-6,C Major,4,2020-10-30,6Im9k8u9iIzKMrmV7BWtlF,"Republic Records",8B,,https://i.scdn.co/image/ab67616d000048515ef878a782c987d38d82b605
65,"Levitating (feat. DaBaby)","Dua Lipa,DaBaby",74,103,"dance pop, pop, uk pop, hip hop, north carolina hip hop, pop rap, rap, trap","Pop, Hip Hop","Levitating (feat. DaBaby)",2020-10-01,03:23,70,83,1,0,92,0,0,-4,F#/G♭ Minor,4,2020-10-09,463CkQjx2Zk1yXoBuierM9,"Warner Records",11A,https://p.scdn.co/mp3-preview/6af6db91dba9103cca41d6d5225f6fe120fcfcd3?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c5e7aa639b2920099f8c3b94
66,"THE SCOTTS","THE SCOTTS,Travis Scott,Kid Cudi",78,130,"hip hop, rap, slap house, ohio hip hop, pop rap","Hip Hop, Electronic","THE SCOTTS",2020-04-24,02:45,72,54,23,0,28,0,10,-8,C Minor,4,2020-12-31,39Yp9wwQiSRIDOvrVg7mbk,"Cactus Jack / Epic",5A,https://p.scdn.co/mp3-preview/820f8579b290d5454ca9f32fde6e06358d8a3950?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485111d6f8c713ef93a9bb64ddfe
